"TransactionID			",Report Type,Status,ProcessLog,RunDate
This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line
2,General,Process,Processing Transaction Number:1,14-09-2023 12:28:14
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 12:28:14
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 12:36:30
General,General,General,Reading Config File....,14-09-2023 12:36:34
General,General,General,Config Data has been added to dictionary,14-09-2023 12:36:40
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 12:36:41
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_245,14-09-2023 12:36:42
General,General,General,Output Report File Creation Completed,14-09-2023 12:36:42
General,General,General,Website Accessible,14-09-2023 12:36:55
2,General,Process,Processing Transaction Number:1,14-09-2023 12:36:56
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 12:36:56
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 01:16:13
General,General,General,Reading Config File....,14-09-2023 01:16:17
General,General,General,Config Data has been added to dictionary,14-09-2023 01:16:20
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 01:16:23
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_246,14-09-2023 01:16:23
General,General,General,Output Report File Creation Completed,14-09-2023 01:16:23
General,General,General,Website Accessible,14-09-2023 01:16:35
2,General,Process,Processing Transaction Number:1,14-09-2023 01:16:38
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 01:16:39
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 01:24:51
General,General,General,Reading Config File....,14-09-2023 01:24:55
General,General,General,Config Data has been added to dictionary,14-09-2023 01:25:00
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 01:25:02
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_247,14-09-2023 01:25:02
General,General,General,Output Report File Creation Completed,14-09-2023 01:25:03
General,General,General,Website Accessible,14-09-2023 01:25:06
2,General,Process,Processing Transaction Number:1,14-09-2023 01:25:07
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 01:25:07
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 01:29:57
General,General,General,Reading Config File....,14-09-2023 01:30:00
General,General,General,Config Data has been added to dictionary,14-09-2023 01:30:05
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 01:30:08
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_248,14-09-2023 01:30:08
General,General,General,Output Report File Creation Completed,14-09-2023 01:30:09
General,General,General,Website Accessible,14-09-2023 01:30:25
2,General,Process,Processing Transaction Number:1,14-09-2023 01:30:26
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 01:30:26
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 01:57:03
General,General,General,Reading Config File....,14-09-2023 01:57:07
General,General,General,Config Data has been added to dictionary,14-09-2023 01:57:13
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 01:57:15
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_249,14-09-2023 01:57:16
General,General,General,Output Report File Creation Completed,14-09-2023 01:57:16
General,General,General,Website Accessible,14-09-2023 01:57:22
2,General,Process,Processing Transaction Number:1,14-09-2023 01:57:23
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 01:57:23
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 02:03:32
General,General,General,Reading Config File....,14-09-2023 02:03:36
General,General,General,Config Data has been added to dictionary,14-09-2023 02:03:41
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 02:03:43
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_250,14-09-2023 02:03:44
General,General,General,Output Report File Creation Completed,14-09-2023 02:03:45
General,General,General,Website Accessible,14-09-2023 02:03:47
2,General,Process,Processing Transaction Number:1,14-09-2023 02:03:48
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 02:03:48
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 02:21:11
General,General,General,Reading Config File....,14-09-2023 02:21:15
General,General,General,Config Data has been added to dictionary,14-09-2023 02:21:23
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 02:21:26
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_251,14-09-2023 02:21:27
General,General,General,Output Report File Creation Completed,14-09-2023 02:21:28
General,General,General,Website Accessible,14-09-2023 02:22:01
2,General,Process,Processing Transaction Number:1,14-09-2023 02:22:02
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 02:22:02
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 02:27:58
General,General,General,Reading Config File....,14-09-2023 02:28:03
General,General,General,Config Data has been added to dictionary,14-09-2023 02:28:10
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 02:28:12
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_252,14-09-2023 02:28:13
General,General,General,Output Report File Creation Completed,14-09-2023 02:28:13
General,General,General,Website Accessible,14-09-2023 02:28:28
2,General,Process,Processing Transaction Number:1,14-09-2023 02:28:29
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 02:28:29
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 02:34:02
General,General,General,Reading Config File....,14-09-2023 02:34:06
General,General,General,Config Data has been added to dictionary,14-09-2023 02:34:12
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 02:34:15
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_253,14-09-2023 02:34:15
General,General,General,Output Report File Creation Completed,14-09-2023 02:34:16
General,General,General,Website Accessible,14-09-2023 02:34:37
2,General,Process,Processing Transaction Number:1,14-09-2023 02:34:38
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 02:34:38
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 02:41:29
General,General,General,Reading Config File....,14-09-2023 02:41:32
General,General,General,Config Data has been added to dictionary,14-09-2023 02:41:41
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 02:41:44
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_254,14-09-2023 02:41:44
General,General,General,Output Report File Creation Completed,14-09-2023 02:41:45
General,General,General,Website Accessible,14-09-2023 02:41:51
2,General,Process,Processing Transaction Number:1,14-09-2023 02:41:52
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 02:41:52
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 03:28:10
General,General,General,Reading Config File....,14-09-2023 03:28:15
General,General,General,Config Data has been added to dictionary,14-09-2023 03:28:18
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 03:28:23
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_255,14-09-2023 03:28:23
General,General,General,Output Report File Creation Completed,14-09-2023 03:28:23
General,General,General,Website Accessible,14-09-2023 03:29:26
2,General,Process,Processing Transaction Number:1,14-09-2023 03:29:29
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 03:29:29
